key,source,target
/B73800B84AE67C2433CE5BA317593DB0,Current node ->  {0},
/E1388C824F4EE36086A047AB3D9FD479,"Current select dialogue -> ",
/7CE47B404667367AB8FFB58BE2D09B12,Current select dialogue -> {dlg},
/F5D92A2541BFAAB44BEFD38D51ABDC40,Danny Wadeson,
/FDB2D92D46E15E0CAD90AC95E293ED37,"David Martinez
Deo
Devin & Poochie Fitch
Egg Gang
Elena Christensen
Elena Tikhonova
Ellie
Felix Kramer
Galina Gurskaya
Gleb
Goloso Games
Grace Bruxner
Grisha
Hanna Fogelberg
Harris Brewis
Jacob Janerka
Jason Schreier
Jonathan McIntosh
Joseph Anderson
Josh Ling
Julia Garibova
Kitya Hohrina
Anya Kindheart
Kowloon Nights
Kristi Anderson
Lady from PAX West 2019 who showed us her baby possum
Lidia Makarova
Lindsay Ellis",
/D804F2014D2DEC8FAAED1199C90A2CB7,"Detective
Menu",
/8461067F409F95817B62619620C6C635,Detective Menu 1,
/FDD938864E73CCE4A1CEC08432EE9D5E,Developed by,
/E85F3CCD47EBD1B2249A17B35BFC07E2,Diana Stolyarova,
/D6C8E1964CF5BCFBA49AC5949A147439,Did you bring it?,
/A2220AA640D2D000B2B7739A0957292F,Disable Fade,
/FA52C12743C58D4BD2636EA6A302E747,Do you want to keep these settings?,
/0C1DEBE24BA9988A2972DABDC9748C26,E,
/102854594BD65E101D7BE69E3EB6B41D,E,
/13FF0921431A666F0B21DBB4BA73184C,E,
/49EDDF304B0AA3FF9EA89E96A3F4C1E4,E,
/B4E7DE98421E9DF5AACF66BB4112C236,E,
/BD93BED34BD77F7D017DEC82281689FF,E,
/CB42783248D30B7D702DCDAE31080DA6,E,
/F68333B34EF7B05E04F162A7D948B575,E,
/6B3B861E431DC7748A3CF49F1A051073,Е - подобрать,
/CD5F66F54FB6917A78D7C981127138A0,Е - подобрать,
/74D23043450F63E8E2EEE394817D693F,Эффекты,
/19A7CD1D4E40B92BC83EDFBF9A55E195,Exit terminal,
/FE73CDFE457EAFD164D39EBE9CC59E36,Finish dialogue,
/CB0E870B47147A8B23A790AE7B65C980,"Finya, Misha, Filya, Margery, Martin, Carlos, Bonita, Teemo, Meera Danshin, Sterling, Seamus, Hachi, Fox, Michrya, Listik, Grandpa the Turtle, Javik",
/56A2AFE940BAC96DF39727A08161623F,"Fox Cole
Francesco 'NeuralProxy' P
Francis Dring
Francis Griffiths-Keam
Frank Mariahazy, Jr.
Freddy Feignon
Frederic Malouin
Fredrik Holmqvist
Free_Jonte
Friedli Marco
Furry
G.Herren
GabeT
GABRIEL ""TIOXY"" TIOSSI
Gabriel Feurer
Gabriel Komisar
Gabriel Liu
Gabriel Orion Davis
Gabriel Pellizzaro
Galaxia Wu
Garett Stehle
Garra Wolfbat
Garrett Hane
Garrett Kaupp
Garry Blevins
Gautam Jayanthi
Gavin Greene
Gavin McGibbon
Gaznod
Gea Chong Jin
Geoffrey Christensen
GEORGE “THE WHEEL” WHEELER
George Kronberg
Gérard Kraus
Gerdi Pupkes
Germán Piqué García
German R Mejia
German Rudnev
Gerrick Prine
Gian Reti
GigaRoc
Gildarius Aldaris de Accademicae Contramagicae Cusliciensis
Gin
GingerbreadGemima
GJ.Jin
Gmiller749
goatse
Godam_A
Gokid
GonzoH
Göran Isacson
Gordon Merante
Grace Lu
Graeme Howard
Gragos
Graham Cook
Graham Merrifield
Graham Mitchell
Grant Littlejohn - cadonos
Grave and Eda
Green Chili
Greetings from Ethan & Jason Sammut
GRELAIT Christophe
GrumpViking
Guerric Haché
Guido Pater (a.k.a. BamBoo!)
GuilleR GoZa
Gunnar Krupp
Gustav Black
Haelfonz ""HT"" Tapetum
Hallur Orn Gudjonsson
Hamsterhammer
Hannah Davies
Hans-Peter och Malin
HappyWulf
Harriet
Haxton Temeraire
Hazardlife
Heather Eve Bell
Heisenbob
Hendrik Moebus
Henry Moss
Hilton Devitt
Hiroki Uesugi
HNNJ EJ GLAYZ
Homer L Dyer IV
Homero Trevino Lopez
Horst Klinkenborg
Hot and Dicey Podcast
Hu Xinjing
Hunter Boss
i80and
Iain ‘Rocky’ Rockliffe 
Iain Reeve
Ian 'Crimson King' Palese
Ian McKinney
Ian Moss
Ian Williams 
Icegreyer
Ida N
Iggy Koopa
Ignaz Forster
Iijima Kosuke
imWarden
incredimike
Indah Suciati
indig0 bits
Ingo Hildebrandt
Injy
InnocentCargo
Io Otter
Irina R. 
Ironwing Icarus
Isaiah (Batman) Brewer
Ividia
Ivy
Ixion the Raccoon
Izaac Walton 
J-EA
J. Doner
J. Hottendorf
J. McCartney
J. Novak
J.A.J. Verhagen
Jack Stevens
Jacob ""HumJay"" Trivedi
Jacob Bianchi
Jacob Hammer
Jacob Herold
Jacob McClenny
Jacob W. Wall
Jadey McSpadey
Jaffa Tamarin
Jaime Enrique Gutierrez Perez 
Jake ""LordMcHaffie"" Harris
Jake ""Lynx"" Tokle
Jakša Jerković
James 'Super-Sheep' S-R
James ""Mysticfox"" Cole
James “BigDaddy” Str
James D.
James Denness
James E. Wright
James Firpo
James Good
James Latzer
James Martin
James Parrett
James Shackley
James Tusha [PopDaddyGames]
Jamie Depledge
Jamie Evans
Jamie Fong
Jan „Jansen“ Muche
Jan Dobritius
Jan Materna
Jan Pennycook
Jani Lindqvist
Janna
janus zeal
Jared Michael
Jaska ""Blue"" Butler
Jasmine B
Jasmine Om
Jason ""Lothor"" Freeman
Jason & Kai Wodicka
Jason Calvert
Jason Crase
Jason F. Broadley
Jason Furie
Jason Lai
Jason W. Turner
Jasper B Markowicz
Javier Solá
Jayden Bolzon
Jayme Cleckley
Jayme Last
jcy
Jeff Burke
Jeffrey Palm
Jenn Sandercock
Jenna Soberman
Jennie Hayes
Jennifer J. Ward
Jennifer Mosier
Jennifer Santure
Jens ""yodahome"" Holze
Jens HellYeah
Jeremy Gillis
Jeremy Hetzler
Jeremy Matthews
Jeremy Simpson (Luney)
Jeremy Smith
Jeroen te Strake
Jess Majewski
Jess Thurber
Jesse Anderson
Jesse Johnson
Jesse Schooff
Jesse William Gardner
Jessica Jane Roberts
Jett Supler
Jim CADOR
Jim Thorpe
Jiri Humplik
Jo Woolnough
Joachim Ziebs
Joanie “BubblyOasis” Rich
Joanna Hatter
Jobione
Joboporopolis
Joe
Joe Greathead
Joe Martin V
Joël ""Woulfy"" Fuchs
Joel A. S. Butler
Joel Flowers
Joern JCL Coelsch
Joey Morgan
Johan Kullberg
Johan Malmgren
Johan S Löfgren
John ""Captain Kidd"" Kidd Jr
John ""Starfig"" Brumit
John A Michael
John and Andrea Wiethorn
John Foy
John Hunt
John Johnson
John Loner
John Low Oon Tsu
John Y
jon taylor
Jon Wiedemann
Jonas Walter
Jonathan Lui
Jonathan Sepulveda
Jonne ""The Rat"" Kuokkanen
Joonas Kolstela
Jordan The Stone
Jordi Asensio
Jorge Luis Benavides Martínez
Jørgen Pedersen
José “Gigio” Esterás
Jose Madrigal
José Nakia Sánchez Ruiz 
Joseph Chou
Joseph Hyungmin Son
Josh Canwell
Josh DelaCruz
Josh Dionne
Josh Ex Abel
Josh Gilbert
Josh K.
Josh Medhurst
Joshua Casiano
Josiah Abbott
Josué Hernández Lira
JReex
Juan Carlos Duron
Juan J Melendez
Julia Simon
Julian Apong
Julian Colbus
Julian Emmett Vu
Julian Fürstenau
Julian M.
Julian Ramos
Juliano C.
Julie Johannessen
Julie L 
Julie Stéfanut
Julien “The Pixel Pusher” Lévy
Julius Kelly
Julius Kuutti
Julius Malik Simmons
Justin cas
Justin J. Saldana
JUUTIN
JWR
K Hopkins
K. Z. R. K.
Kageve Gonswic
Kai
Kai Paulsen
Kaleb Cassista
Kaoru Greendrake
Karsten Schmitt (smika78x)
Kataze the Skunk
Kate F Berenson
Kate Schuttenberg
Katie Hampson
Katie Neo Queen Ward
Kats The Panda
Katsun
KayBee
Kazriko Redclaw
KC Jones?
Keegan Spillane
Keijo Penttilä
Kelly Gorga
Kennedy Williamson
Kergy
Kevin ""Rye"" Litman
Kevin Clark
Kevin Koz
Kevin Liu
Kevin Lloyd
Kevin North
Kevin R Czarnecki
Kevlarr~
Khaz
Khren Phyros
KiaTheDead
Kicklix (Kickstart Linux)
Kieran Gosney
Kikapete C.Zezus
Kilian Valkhof
Kimberly Voll
Kimberly Wrzesinski
Kimdoyoun
Kimmo Kulovesi
Kir_Lir
Kisai
kissingthepixel
KJ Johanson
Klim
kmlkmljkl
KMQ
Knuddelbock
ko-ko
Koby Luccasen
Kodeir
Koh Kok Siang Kyros
Konstantin Leonov
Kornelia Mannherz
Kosmisches Wiesel
Kris Michael
Kristin Morin
Kristoffer ”Krillos” Brandberg
Kronone
Kupara Primaeros
Kurst Hyperyote
Kurt J Klemm
Kyle ""SlyDante"" LeClair
Kyle B
Kyle Herbner #9
Kyle McLauchlan
Kyle Riley
Kyungeun ""Casey"" Lee
L. Cormier
L.A.
L1anZ [Julian Z.]
Laguna Crale
Lannnnyy
lantty
Larcen7
Larkef
Lars Achtermann
Lars Hannig ""Starcat""
Lars Westergren
LastPretzel
lateralis music
Laura ""monsterkek"" Gunkel
Laura Bussey
Laura S Nieto
Law
Layn MacLeod
LAZZ LASZLO
LC
Le Agente
Lee Braden
Lee Currid
Lee Stewart
Lenna Mouwen
Lennart Tautz
Lenurd the Joke Gnome
Leon Trotsky
Leri Greer
Leslie L
Liam 'Lionheart' Day
Liam Brady
Liam Wilson
Libby Munson
Liesa W
Lisa Schötzig
Lisa Syroka
Littlenorwegians
Liz Gosselin
lıvıngcrayon
Lodjak
Logan 'Logie' James
Logan H. Stanley family
Lollie
Lord Ranbow Jankins
Louis S. Frank
Luana PICOT-CLÉMENTE 
Luca Benard
Luis Blum (MrLuigi938)
Luis Giraldo
Lukas Daniel Klausner
Lukas Lindinger
Luke ""Surf"" Tofte
Luke Camille
Luke Rideout
Luke Szczygielski
Lunar S. Fox
Luparez
Luscious Richard
Lydian Ali
M11TRY^^
Maaike Zandstra
Maciej Deregowski
Mactin
Macushla Cross
Madiso
Madison ""Bubbles"" Burgers
Madison Keller
magemam
Magus of Math
Maisy McCarthy
Maks Fisli
Maksim Golub
Malcolm “Shadowfox” Miller
Malcolm Rodgers
Mallory Littleton
Maluly ""Indigo"" Martínez B.
Mana_Strik3
Manski
Marc Knelsen
Marc Oliver Seltmann
Marc St-Jacques
Marco ""Fuwo"" Nowak
Marco Rosenberg
Marcus Jeffrey
Marcus Kida
margot
Maria Severt
Maria Terskikh
Mario Illinger
Mark „TheRuhlander“ Ruhland
Mark Hurst
Mark Jennings - Dex
Mark Kleis 
Mark L. Mosinski
Mark M. Sheehan
Mark Petocz
Mark Toye
Mark Valentine
Mark Zaschka
Markus ""honk"" Mager
Markus Bisinger 
Markus Kitsinger
Marlene Pérez Garay
Marlene Stevens
Marminator
Marshall Petersen
Martin Graf-Utzmann 
Martin Malischek
Martin Ottowitz
Martin Schwarzmeier
Mateo Alvarellos
Material Components
Matheus Filier
Mathieu 'thieu' Claes 
Matrix
Matt Barley
Matt Campbell - Inverness
Matt Hargett
Matt Hattersley
Matt Hazuda
Matt the Lion
Matt Witt( White Walker )
Matthew Anderson
Matthew Beckham
Matthew Chung
Matthew Crabtree
Matthew Glass
Matthew Jachyra
Matthew Lee Venner
Matthew McElhatton
Matthew R. Douglass
Matthew Wilson ""Rhewlif""
Matthias Behrens
Matthias Frees
Matthieu Langlois
Maurizio Festini
Mavis Clow
max fierke
Max Paladino
Max Schiffner
Maximilian ""Khajik"" Weihs
Maximilian Judtmann
Maxtor
MD Richards
Me Worldwide
Mechanized Detective The Nindie Specialist
Meech K
Megan Angwin!
Megan Jones
Melanie Chew
Melfi Alyami
Melissa Bradford
Melvin Biteng
MeLyle Romer
Merlijn Tuttel (IMPLOSIONS)
Mervyn ""Avitus27"" Galvin
mez
Michael 'TopGodo' Godeau
Michael ""sonnenhexer"" Kupfer
Michael “Kreamcheese” Goins 
Michael and Brian Goubeaux
Michael Drewblè
Michael Höhne
Michael McGuire
Michael Melanson
Michael Perez
Michael Rief
Michael Roemer
Michael Stein
Michael Struzyna
Michael W Hillard
Michael Ware Jr
michavo
Michel Cardoso Teixeira
Michel Iotti
Michelle Alvarado
Michelle Sorge
Miguel Castaneda
Mihai-Andrei Man
Mike ""Geek Salad"" Gulick
Mike Barnucz
Mike Grrdiner
Mike Hallam
Mike McGregor
Mike Smallhorn
Mike Welham
Mikhail Raev
Mikhail Vokabre Shcherbakov
Miles LaGree 
minuskruste
Mira Šťastný
Mirar
Miroslav 'VoodooFX' Micic
MishaBeth
Miss Sunburst
Mitchell Hostiadi
Moah
MOHAMMAD ALZAMEL
Mohammed Abdelraof Alkhamis
Molly G. Puff 
Molly McCarthy
Moritz Hansen
Morten Sørensen
MPR Raccoon
Mr. Ben
Mr. Greenface
Mr. Snrub
Mr.Shelby
Mushi
Nadir Bayo
Nancy McCollough
Nastya Kurbakovskaya
Natalia Boyarintseva
Nate G
Nathan Carrasqui
Nathan Haag
Nathan Hager
Nathan Luby
Nathan Wainwright
Neil Aspinall",
/2515BCC448F7E2F0DC835E8AB0441761,Частота кадров,
/395D128D4786779D156B9B9F102D295F,GameSettings,
/813C38674036319FC5951E87880C4E4C,Гамма,
/080B66E24F41AEEEC971569CC36775B1,"Gina Tavarozzo
Antònio Santos
Vic Bassey
Beckie Frary
Dimitrije Dokic
Sven Farszky
Garnett Lee
Matejka Ivančić
Ivan Krešimir Imbrija
Julie Staub
Carly Shields
Juliette Auverny-Bennetot
Íris Stefánsdóttir
Tonči Jukić
Zeke Lugmair
Jacob Kroon
Dario Zubović
Tom Lindgren 
Christopher Collins
Ivan Gradečak
Ana Balentović 
Elena Christensen 
Mai Dinh 
Marcus Herbertsson 
Paul Wilson
Elisabeth Bergqvist 
Borna Cmrečnjak
Izet Seferagić
Scott Roberts
KM Troedsson
Gordon Van Dyke
Kristi Anderson
Luke Icenhower",
/1FEFEB224BA13D36CF62CD8A90004B30,Go to node,
/9EF8909643BE04B24E77C88B885F1FE7,"Good working together and mutual respect? Not bad ingredients if you’re looking to cook up a little something-something, is all I’m saying...",
/737219CC475A0689992811A18D7FE59F,"Goodie. Sometimes folks forget things in this cab. Things with serial numbers filed down. Crazy, right?",
/A938607940013D03598E16AD7D27A4CF,"Granville? The parade’s on today, remember? Main street’s too     crowded for cabs, but I’ll see if I can find an empty alley. Oh, and Howie? Stay safe. ",
/6045006D40DE4708808E9798601376FF,HELLO,
/51AA70374D9D2BE366486C99F1CDB5C4,ВЫСОКИЕ,
/7E32D42F4D669468D1D3809F8445B84D,ВЫСОКИЕ,
/C3D6030848A1939889A6A8B1964F22FE,ВЫСОКИЕ,
/09FEF93B4FC92FD78664F78953FDE730,"Hah! Lead on, partner! Sounds like this is a bigger deal than usual. You’re, uh, being careful, right?",
/B2E16C114FCF27C16C1C32AFC2765BB6,"Helen Lotor
51-38-42",
/430B8B8E46C30E466471A2BE814AFD3D,He’ll eat my brains out!,
/E712AF934A1A7CE7663B36A3E18AD6E1,He’ll eat my brains out!,
/08CFA9554E19055E5582A3B92848247A,Hide Interact Icons,
/6027022A4150A42ADB6C3EB84F59686C,Удерживать для бега,
/67F11765437B04540AE13891107E46AF,"Howard’s mom
Kageve
KFC Nashville Hot Chicken
Loui
Mattieboy
Maximillian
North Grizz
Utrrrongeeb
Veste",
/BA89110F48A86398D81945AFAE23DA34,"Howie, you okay? You're brooding more than Essie after I forgot the dishes.",
/8E227D95472B87D1176F84908B99BCFA,I do.,
/FC18FC5C41551FB9D3E17185C41D88B6,"I'd better answer the phone, it could be important.",
/510C7D974F509F7BFAF94E9B0481ADB6,I'm here,
/C8022BA84CDAB65F8328D5BFFCFAC602,I'm here,
/71E07E0F48D0D7C011D6E6A3D70BE260,"I'm here because I want to file a divorce from Brad. The sooner the better. The problem is, I need evidence against Brad to testify in matrimonial court. And you will help me find that evidence.",
/BC023C564E86796F5B71DCA3DA7B07E9,"I'm here because I want to file a divorce from Brad. The sooner the better. The problem is, I need evidence against Brad to testify in matrimonial court. And you will help me find that evidence.",
/0D0E0F1D4F1059C67241688C0B2EE1A2,I'm here...,
/A9C74A7746637926734C789381D486DC,I'm hereI'm hereI'm hereI'm hereI'm hereI'm hereI'm hereI'm hereI'm hereI'm hereI'm here,
/79AD2C3A4D2B6AD223CB00B8919DE341,Increased speed,
/F053B1DB4106E5F78970E4A8D8B17E45,Interact 1,
/67DA74634CAE294ADE1394ABEEED296F,Inventory,
/7C981E2E40E8F386131CD9AFB3A29BEB,Inventory,
/C6DE45964EA22F12CC4ADE8F9E0BE005,Inventory,
/588B22B145754FBF444ED5A2C55A978B,Invisibility,
/FFEE10D64CA50544346A34873C87C978,Is enable dialogue animations,
/509C60834A3D6569C7C83B8B036F0F8A,Is log activation?,
/7F0E4F4E45B212165EA4B4A2C28F6BB1,Ishani Birch,
/E445C0024AC25A3E673141B1EC0F57F3,It's not about my name.,
/794D13D3426A9D7A22AF80B42BB70E9D,Julia Migacheva,
/5607E98F422921B4C4DC618BE048DDD1,"Just watch the road, huh?",
/99D2DB8F46C4FE7323EA5ABD2694621E,"Jónas Antonsson
David Martinez
Daniel Jonsson
Roland Smedberg
Liam O’Neill
Mia Sun
Andreea Chifu
Kjartan Freyr Jónsson
Naseer Alkhouri
Gerinda Meijerink
Rachel Tiu
Rasmus Liljenberg
Johan Toresson
Solveig Samuelsdottir
Jeanette Bauer
Timothy Busby
Cristian Caileanu
Martin Park
Mea Nilimaa
François-Xavier Labescat
Andrija Zorić
Vladimir Kovač
Tomislav Gojević
Loke Wallmo
Dave Pennelle
Domagoj Šalković
Mirko Sršen
Angelica Norgren
Erika Karlberg
Susie McBeth
Ivan Gabriel Juricic
Nicole De Bernardi",
/D34162C9407B65E197255E9E1B218A99,КЛАВИАТУРА,
/2A507F1D49AA39BEBF82BEBE8D5C39DF,Kellen Voyer,
/2707A4DB44C623B3D6455584FADA3CF0,Kill player,
/23C122854ADE04EB875965BC66E540C1,Kirill Simonenko,
/6B36161A407388E1B42C54845F0A4076,Kristina Dashevskaya,
/617D7DD741178FB40A26DD8D4AD21FDE,L,
/82C7C53B45BBE511209B1F9D35F8C975,ЯЗЫК,
/01E20E5B4AB98E9AD8D33A8D3B2794D6,НИЗКИЕ,
/160B4A754343B4683D354099F755A853,НИЗКИЕ,
/26BF2A514416BB60EE29BEB345EE52E3,НИЗКИЕ,
/427F5A6147A5E42D272E70AF4BE7B60D,Язык,
/AEFCE02643E56A648F406DB7D5FB058F,Language switch control,
/FC261FF54FD5B5E81FC8F7A0E1D12661,LanguageSettings,
/81AEDC144180F69B19686E98F7BE4481,Last logs:,
/D48DE61B4ADA78DDFDEC51BD1FFBECD9,Влево,
/6429CD0143F9878C121B569744A6CB71,Let's cut to the chase - what can I do for you?,
/D6781C294D667F9E4DE598984B2563A9,Let's cut to the chase - what can I do for you?,
/307E835F4AD746FD3D6C7BB5401606E9,Загрузка,
/66F799864EE09CDE4C40E6A709D68961,Загрузка,
/9B5CD04B499D3065236E8FB92F9723EF,Log,
/DD632B994BAD24AF039D598552918D73,Lots on my mind.,
